Project_Name;Class_Name;Release_ID;Size_LOC;N_Methods;NR_Release;NR_Total;Nfix_Release;Nfix_Total;Nauth_Release;Nauth_Total;MAX_LOC_Added_Release;Churn_Release;Churn_Total;AVG_Churn_Release;MAX_ChgSet_Release;N_Multi_Release;Sum_Multi_ChgSet_Release;Age_Weeks;Weighted_Age;ND;Entropy;Exp;Historical_Bug_Density;NSmells;Bugginess
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/SessionTracker.java;5;17;9;1;10;1;8;1;3;5;6;82;6.00;16;1;16;87;522.00;5.00;3.45;134.00;0.800;0;YES
ZOOKEEPER;src/contrib/bookkeeper/src/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java;5;84;8;2;2;2;2;2;2;143;148;148;74.00;21;2;38;9;1332.00;4.50;3.09;40.00;1.000;1;NO
ZOOKEEPER;src/contrib/zkpython/src/python/setup.py;5;12;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/ZooKeeperServerMXBean.java;5;17;14;0;8;0;7;0;2;0;0;100;0.00;0;0;0;57;0.00;0.00;0.00;0.00;0.875;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/flexible/QuorumMaj.java;5;11;2;1;1;1;1;1;1;46;46;46;46.00;31;1;31;10;460.00;3.00;2.80;99.00;1.000;0;YES
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/PurgeTxnLog.java;5;77;5;0;13;0;12;0;3;0;0;718;0.00;0;0;0;86;0.00;0.00;0.00;0.00;0.923;12;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/upgrade/DataNodeV1.java;5;79;7;0;1;0;1;0;1;0;0;129;0.00;0;0;0;37;0.00;0.00;0.00;0.00;1.000;11;NO
ZOOKEEPER;src/java/main/org/apache/jute/compiler/generated/SimpleCharStream.java;5;353;36;0;8;0;7;0;2;0;0;459;0.00;0;0;0;87;0.00;0.00;0.00;0.00;0.875;34;NO
ZOOKEEPER;src/contrib/bookkeeper/src/java/org/apache/bookkeeper/util/LocalBookKeeper.java;5;111;8;1;2;1;2;1;1;10;20;184;20.00;6;1;6;22;440.00;4.00;1.65;107.00;1.000;17;YES
ZOOKEEPER;src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/ZooKeeperService.java;5;56;5;1;1;1;1;1;1;110;110;110;110.00;44;1;44;8;880.00;4.00;4.14;106.00;1.000;8;NO
ZOOKEEPER;docs/skin/profile.css;5;129;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/java/main/org/apache/jute/compiler/generated/RccTokenManager.java;5;807;31;0;8;0;7;0;2;0;0;837;0.00;0;0;0;87;0.00;0.00;0.00;0.00;0.875;84;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/AuthFastLeaderElection.java;5;658;18;3;22;3;17;2;6;178;361;6883;120.33;31;3;63;70;25270.00;2.67;2.48;83.33;0.773;47;YES
ZOOKEEPER;src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/resources/JAXBContextResolver.java;5;42;2;1;1;1;1;1;1;72;72;72;72.00;44;1;44;8;576.00;4.00;4.14;106.00;1.000;3;NO
ZOOKEEPER;src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/BKException.java;5;118;14;2;3;2;3;1;2;23;35;165;17.50;21;2;25;22;770.00;3.50;2.24;65.00;1.000;13;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/Request.java;5;153;9;1;17;1;13;1;6;21;21;278;21.00;16;1;16;87;1827.00;5.00;3.45;134.00;0.765;15;YES
ZOOKEEPER;src/java/main/org/apache/jute/compiler/JField.java;5;57;17;1;9;1;8;1;2;0;1;102;1.00;34;1;34;87;87.00;3.00;3.52;58.00;0.889;1;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/LeaderBean.java;5;25;4;0;8;0;7;0;2;0;0;71;0.00;0;0;0;57;0.00;0.00;0.00;0.00;0.875;2;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/KeeperException.java;5;327;35;3;16;3;13;1;3;22;67;1295;22.33;16;3;24;87;5829.00;2.67;1.35;116.67;0.813;75;YES
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/LeaderElectionMXBean.java;5;4;1;0;8;0;7;0;2;0;0;53;0.00;0;0;0;57;0.00;0.00;0.00;0.00;0.875;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/QuorumPeer.java;5;475;55;8;41;8;33;2;6;57;99;6027;12.38;38;8;171;87;8613.00;3.50;2.80;75.63;0.805;27;YES
ZOOKEEPER;src/java/main/org/apache/jute/XmlOutputArchive.java;5;195;28;1;10;1;8;1;3;10;21;283;21.00;34;1;34;87;1827.00;3.00;3.52;58.00;0.800;9;NO
ZOOKEEPER;src/recipes/lock/src/java/org/apache/zookeeper/recipes/lock/ProtocolSupport.java;5;98;13;1;1;1;1;1;1;192;192;192;192.00;36;1;36;10;1920.00;2.00;2.46;91.00;1.000;2;NO
ZOOKEEPER;src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/jaxb/ZChildrenJSON.java;5;42;5;1;1;1;1;1;1;76;76;76;76.00;44;1;44;8;608.00;4.00;4.14;106.00;1.000;8;NO
ZOOKEEPER;docs/linkmap.html;5;313;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/BookKeeper.java;5;337;18;6;7;6;7;3;3;134;685;1386;114.17;21;6;82;22;15070.00;3.50;2.50;72.17;1.000;37;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/ByteBufferInputStream.java;5;45;6;0;8;0;7;0;2;0;0;86;0.00;0;0;0;87;0.00;0.00;0.00;0.00;0.875;0;NO
ZOOKEEPER;src/contrib/zkperl/build.xml;5;34;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/flexible/QuorumHierarchical.java;5;129;7;1;1;1;1;1;1;249;249;249;249.00;31;1;31;10;2490.00;3.00;2.80;99.00;1.000;13;YES
ZOOKEEPER;src/java/main/org/apache/jute/Record.java;5;8;2;1;9;1;8;1;2;0;1;36;1.00;34;1;34;87;87.00;3.00;3.52;58.00;0.889;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/WatchedEvent.java;5;40;7;0;2;0;2;0;1;0;0;85;0.00;0;0;0;40;0.00;0.00;0.00;0.00;1.000;2;NO
ZOOKEEPER;docs/skin/CommonMessages_es.xml;5;7;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;docs/zookeeperInternals.html;5;665;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;25;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/util/Profiler.java;5;18;2;0;12;0;10;0;3;0;0;210;0.00;0;0;0;65;0.00;0.00;0.00;0.00;0.833;1;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/persistence/SnapShot.java;5;13;3;0;2;0;2;0;2;0;0;62;0.00;0;0;0;40;0.00;0.00;0.00;0.00;1.000;0;YES
ZOOKEEPER;docs/releasenotes.html;5;1438;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;19;NO
ZOOKEEPER;docs/skin/getMenu.js;5;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;docs/bookkeeperConfig.html;5;271;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;9;NO
ZOOKEEPER;src/java/main/org/apache/jute/compiler/JBuffer.java;5;72;12;1;9;1;8;1;2;1;3;124;3.00;34;1;34;87;261.00;3.00;3.52;58.00;0.889;3;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/upgrade/DataTreeV1.java;5;430;26;0;3;0;3;0;3;0;0;613;0.00;0;0;0;37;0.00;0.00;0.00;0.00;1.000;33;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/LocalPeerMXBean.java;5;10;7;0;1;0;1;0;1;0;0;64;0.00;0;0;0;24;0.00;0.00;0.00;0.00;1.000;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/CreateMode.java;5;38;5;0;1;0;1;0;1;0;0;89;0.00;0;0;0;43;0.00;0.00;0.00;0.00;1.000;1;NO
ZOOKEEPER;src/docs/src/documentation/skinconf.xml;5;71;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;6;NO
ZOOKEEPER;src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/jaxb/ZStat.java;5;67;6;1;1;1;1;1;1;106;106;106;106.00;44;1;44;8;848.00;4.00;4.14;106.00;1.000;16;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/Follower.java;5;312;11;4;29;4;21;2;6;15;43;3873;10.75;31;4;65;87;3741.00;2.75;2.36;103.25;0.724;11;YES
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerMain.java;5;82;4;4;9;4;9;2;3;78;205;346;51.25;31;4;55;46;9430.00;3.50;2.10;78.00;1.000;2;NO
ZOOKEEPER;docs/bookkeeperStarted.html;5;329;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;15;NO
ZOOKEEPER;src/java/main/org/apache/jute/compiler/JBoolean.java;5;15;4;1;10;1;8;1;3;0;1;48;1.00;34;1;34;87;87.00;3.00;3.52;58.00;0.800;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/common/PathUtils.java;5;64;2;1;1;1;1;1;1;103;103;103;103.00;1;0;0;12;1236.00;1.00;0.00;88.00;1.000;4;NO
ZOOKEEPER;src/java/main/org/apache/jute/package.html;5;619;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/contrib/fatjar/build.xml;5;56;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/docs/src/documentation/content/xdocs/zookeeperTutorial.xml;5;576;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/ProposalRequestProcessor.java;5;34;4;5;20;5;16;2;5;7;27;216;5.40;38;5;118;87;2349.00;4.00;3.26;71.20;0.800;1;NO
ZOOKEEPER;src/java/main/org/apache/jute/RecordWriter.java;5;72;7;1;9;1;8;1;2;1;6;125;6.00;34;1;34;87;522.00;3.00;3.52;58.00;0.889;17;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/upgrade/UpgradeSnapShot.java;5;8;2;0;1;0;1;0;1;0;0;33;0.00;0;0;0;37;0.00;0.00;0.00;0.00;1.000;1;NO
ZOOKEEPER;docs/skin/basic.css;5;126;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;docs/skin/breadcrumbs.js;5;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/persistence/FileTxnLog.java;5;307;23;3;9;3;9;2;3;89;516;1046;172.00;38;3;87;40;20640.00;5.33;3.71;82.00;1.000;11;YES
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/persistence/Util.java;5;165;17;3;7;3;7;2;3;17;57;431;19.00;38;3;87;40;2280.00;5.33;3.71;82.00;1.000;9;YES
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/persistence/FileTxnSnapLog.java;5;141;15;4;12;4;12;2;3;12;56;353;14.00;38;4;101;40;2240.00;5.25;3.63;91.50;1.000;10;YES
ZOOKEEPER;src/java/main/org/apache/zookeeper/ClientCnxn.java;5;889;40;6;44;6;32;2;6;59;154;5347;25.67;38;6;127;87;13398.00;3.83;2.80;93.33;0.727;42;YES
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerConfig.java;5;208;17;5;27;5;23;2;5;75;245;2053;49.00;31;5;57;71;17395.00;3.00;1.68;73.80;0.852;7;YES
ZOOKEEPER;docs/zookeeperOver.html;5;563;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;35;NO
ZOOKEEPER;src/java/main/org/apache/jute/compiler/JRecord.java;5;451;19;1;12;1;9;1;4;63;116;646;116.00;34;1;34;87;10092.00;3.00;3.52;58.00;0.750;30;NO
ZOOKEEPER;src/contrib/bookkeeper/src/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java;5;97;10;2;3;2;3;1;1;11;13;167;6.50;17;2;20;22;286.00;2.50;2.12;84.50;1.000;8;YES
ZOOKEEPER;src/java/main/org/apache/jute/compiler/generated/ParseException.java;5;110;5;0;8;0;7;0;2;0;0;212;0.00;0;0;0;87;0.00;0.00;0.00;0.00;0.875;15;NO
ZOOKEEPER;src/java/main/org/apache/jute/Utils.java;5;193;12;1;11;1;10;1;3;0;1;312;1.00;34;1;34;87;87.00;3.00;3.52;58.00;0.909;21;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/jmx/CommonNames.java;5;6;0;0;8;0;7;0;2;0;0;45;0.00;0;0;0;57;0.00;0.00;0.00;0.00;0.875;2;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/DataTreeBean.java;5;37;8;0;10;0;9;0;2;0;0;176;0.00;0;0;0;57;0.00;0.00;0.00;0.00;0.900;0;NO
ZOOKEEPER;src/docs/src/documentation/content/xdocs/zookeeperQuotas.xml;5;61;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;docs/skin/print.css;5;32;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/docs/src/documentation/content/xdocs/zookeeperAdmin.xml;5;922;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/ServerStats.java;5;93;20;0;12;0;12;0;4;0;0;228;0.00;0;0;0;65;0.00;0.00;0.00;0.00;1.000;11;YES
ZOOKEEPER;src/java/main/org/apache/zookeeper/ClientWatchManager.java;5;5;1;0;3;0;3;0;2;0;0;49;0.00;0;0;0;41;0.00;0.00;0.00;0.00;1.000;0;NO
ZOOKEEPER;src/java/main/org/apache/jute/compiler/JInt.java;5;9;2;1;9;1;8;1;2;0;1;38;1.00;34;1;34;87;87.00;3.00;3.52;58.00;0.889;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/AsyncCallback.java;5;27;6;0;9;0;7;0;3;0;0;76;0.00;0;0;0;87;0.00;0.00;0.00;0.00;0.778;1;NO
ZOOKEEPER;src/java/main/org/apache/jute/compiler/generated/Rcc.java;5;475;29;0;9;0;8;0;2;0;0;575;0.00;0;0;0;87;0.00;0.00;0.00;0.00;0.889;133;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/JLineZNodeCompletor.java;5;56;4;1;1;1;1;1;1;84;84;84;84.00;9;1;9;8;672.00;1.00;0.55;104.00;1.000;2;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/Leader.java;5;403;19;2;25;2;19;2;6;37;74;1344;37.00;31;2;46;87;6438.00;2.00;2.62;77.50;0.760;52;YES
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/AckRequestProcessor.java;5;20;3;2;10;2;9;2;3;9;12;75;6.00;31;2;46;87;1044.00;2.00;2.62;77.50;0.900;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/persistence/FileSnap.java;5;145;8;1;8;1;8;1;3;73;96;308;96.00;14;1;14;40;3840.00;5.00;1.81;89.00;1.000;8;YES
ZOOKEEPER;src/contrib/bookkeeper/src/java/org/apache/bookkeeper/bookie/BookieException.java;5;48;7;1;1;1;1;1;1;81;81;81;81.00;17;1;17;14;1134.00;4.00;3.28;83.00;1.000;7;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/ZooKeeperServer.java;5;474;62;4;41;4;30;2;6;10;33;9115;8.25;38;4;84;87;2871.00;4.75;3.41;108.25;0.732;33;YES
ZOOKEEPER;src/java/main/org/apache/zookeeper/ZooKeeperMain.java;5;654;31;12;19;12;19;2;3;414;762;1317;63.50;38;12;151;46;35052.00;2.83;1.55;75.83;1.000;77;YES
ZOOKEEPER;src/java/main/org/apache/jute/InputArchive.java;5;19;15;1;9;1;8;1;2;0;2;49;2.00;34;1;34;87;174.00;3.00;3.52;58.00;0.889;0;NO
ZOOKEEPER;src/java/main/org/apache/jute/OutputArchive.java;5;22;15;1;10;1;8;1;3;0;1;59;1.00;34;1;34;87;87.00;3.00;3.52;58.00;0.800;7;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/ConnectionBean.java;5;81;14;0;11;0;10;0;3;0;0;175;0.00;0;0;0;57;0.00;0.00;0.00;0.00;0.909;1;YES
ZOOKEEPER;src/java/main/org/apache/zookeeper/ZooKeeper.java;5;625;49;6;48;6;39;2;6;302;593;6536;98.83;38;6;88;87;51591.00;3.00;1.94;97.00;0.813;21;YES
ZOOKEEPER;src/java/main/org/apache/zookeeper/Environment.java;5;68;7;1;2;1;2;1;1;1;2;102;2.00;38;1;38;31;62.00;6.00;4.03;125.00;1.000;2;NO
ZOOKEEPER;src/docs/src/documentation/content/xdocs/javaExample.xml;5;569;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/java/main/org/apache/jute/compiler/JVector.java;5;68;13;1;10;1;8;1;3;2;4;118;4.00;34;1;34;87;348.00;3.00;3.52;58.00;0.800;9;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/package.html;5;79;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/StatsTrack.java;5;37;7;0;1;0;1;0;1;0;0;101;0.00;0;0;0;22;0.00;0.00;0.00;0.00;1.000;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/QuorumStats.java;5;42;6;0;11;0;11;0;3;0;0;183;0.00;0;0;0;65;0.00;0.00;0.00;0.00;1.000;4;NO
ZOOKEEPER;src/recipes/lock/src/java/org/apache/zookeeper/recipes/lock/LockListener.java;5;5;2;1;1;1;1;1;1;38;38;38;38.00;36;1;36;10;380.00;2.00;2.46;91.00;1.000;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/upgrade/UpgradeMain.java;5;109;5;1;2;1;2;1;2;0;1;182;1.00;4;1;4;37;37.00;2.00;0.60;81.00;1.000;2;NO
ZOOKEEPER;src/java/main/org/apache/jute/Index.java;5;5;2;1;9;1;8;1;2;0;1;42;1.00;34;1;34;87;87.00;3.00;3.52;58.00;0.889;0;NO
ZOOKEEPER;src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/LedgerHandle.java;5;461;52;7;8;7;8;4;4;262;673;1022;96.14;21;7;87;22;14806.00;3.14;2.37;68.14;1.000;26;YES
ZOOKEEPER;src/java/main/org/apache/jute/compiler/JMap.java;5;66;11;1;9;1;8;1;2;4;6;111;6.00;34;1;34;87;522.00;3.00;3.52;58.00;0.889;9;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/TraceFormatter.java;5;90;2;0;9;0;8;0;3;0;0;139;0.00;0;0;0;87;0.00;0.00;0.00;0.00;0.889;4;NO
ZOOKEEPER;docs/skin/breadcrumbs-optimized.js;5;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/java/main/overview.html;5;9;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/java/main/org/apache/jute/compiler/generated/package.html;5;11;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/java/main/org/apache/jute/compiler/JFloat.java;5;12;3;1;9;1;8;1;2;0;1;43;1.00;34;1;34;87;87.00;3.00;3.52;58.00;0.889;1;NO
ZOOKEEPER;src/contrib/zkpython/build.xml;5;73;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/FollowerSyncRequest.java;5;13;1;0;2;0;2;0;2;0;0;34;0.00;0;0;0;39;0.00;0.00;0.00;0.00;1.000;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/LocalPeerBean.java;5;35;10;0;1;0;1;0;1;0;0;68;0.00;0;0;0;24;0.00;0.00;0.00;0.00;1.000;0;NO
ZOOKEEPER;src/java/main/org/apache/jute/compiler/JLong.java;5;12;3;1;9;1;8;1;2;0;1;42;1.00;34;1;34;87;87.00;3.00;3.52;58.00;0.889;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/auth/DigestAuthenticationProvider.java;5;97;9;1;13;1;10;1;4;15;20;684;20.00;4;1;4;87;1740.00;2.00;0.73;66.00;0.769;15;YES
ZOOKEEPER;docs/zookeeperTutorial.html;5;751;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;9;NO
ZOOKEEPER;docs/javaExample.html;5;767;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;13;NO
ZOOKEEPER;docs/skin/menu.js;5;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/NIOServerCnxn.java;5;787;39;7;39;7;33;2;5;64;158;5103;22.57;16;7;70;87;13746.00;3.14;1.84;102.14;0.846;34;YES
ZOOKEEPER;src/java/main/org/apache/jute/CsvInputArchive.java;5;160;21;1;9;1;8;1;2;2;6;218;6.00;34;1;34;87;522.00;3.00;3.52;58.00;0.889;14;NO
ZOOKEEPER;src/java/main/org/apache/jute/compiler/generated/TokenMgrError.java;5;72;6;0;8;0;7;0;2;0;0;153;0.00;0;0;0;87;0.00;0.00;0.00;0.00;0.875;9;NO
ZOOKEEPER;src/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/NIOServerFactory.java;5;361;25;2;3;2;3;2;2;0;5;537;2.50;17;2;23;22;110.00;4.00;2.33;58.00;1.000;24;YES
ZOOKEEPER;src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/resources/ZErrorWriter.java;5;35;3;1;1;1;1;1;1;63;63;63;63.00;44;1;44;8;504.00;4.00;4.14;106.00;1.000;0;NO
ZOOKEEPER;build.xml;5;851;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/ServerAdminClient.java;5;254;10;0;13;0;8;0;4;0;0;1436;0.00;0;0;0;87;0.00;0.00;0.00;0.00;0.615;17;NO
ZOOKEEPER;src/java/main/org/apache/jute/compiler/JByte.java;5;9;2;1;9;1;8;1;2;0;1;38;1.00;34;1;34;87;87.00;3.00;3.52;58.00;0.889;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/LeaderElectionBean.java;5;15;3;0;8;0;7;0;2;0;0;64;0.00;0;0;0;57;0.00;0.00;0.00;0.00;0.875;0;NO
ZOOKEEPER;src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/AsyncCallback.java;5;18;5;2;2;2;2;2;2;82;83;83;41.50;21;2;37;5;415.00;4.50;2.63;92.50;1.000;0;NO
ZOOKEEPER;src/contrib/bookkeeper/build.xml;5;115;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/FollowerMXBean.java;5;7;3;0;8;0;7;0;2;0;0;71;0.00;0;0;0;57;0.00;0.00;0.00;0.00;0.875;0;NO
ZOOKEEPER;src/contrib/bookkeeper/src/java/org/apache/bookkeeper/util/Main.java;5;23;2;0;1;0;1;0;1;0;0;55;0.00;0;0;0;22;0.00;0.00;0.00;0.00;1.000;2;NO
ZOOKEEPER;docs/skin/CommonMessages_de.xml;5;7;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/FollowerRequestProcessor.java;5;65;4;3;21;3;16;2;5;4;9;161;3.00;15;3;34;87;783.00;2.33;2.29;77.00;0.762;1;NO
ZOOKEEPER;src/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/ReadEntryCallback.java;5;5;1;0;1;0;1;0;1;0;0;35;0.00;0;0;0;22;0.00;0.00;0.00;0.00;1.000;0;NO
ZOOKEEPER;src/docs/src/documentation/content/xdocs/zookeeperJMX.xml;5;194;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/ZooKeeperServerMain.java;5;72;4;4;11;4;11;2;3;60;119;254;29.75;16;4;40;46;5474.00;3.50;2.09;66.75;1.000;2;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/ZooTrace.java;5;45;6;0;10;0;9;0;3;0;0;294;0.00;0;0;0;60;0.00;0.00;0.00;0.00;0.900;16;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/QuorumCnxManager.java;5;357;19;8;26;8;22;2;5;33;262;2852;32.75;38;8;116;70;18340.00;2.88;1.98;85.75;0.846;15;YES
ZOOKEEPER;src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/RestMain.java;5;36;3;1;1;1;1;1;1;78;78;78;78.00;44;1;44;8;624.00;4.00;4.14;106.00;1.000;4;NO
ZOOKEEPER;src/docs/src/documentation/content/xdocs/releasenotes.xml;5;1193;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/jmx/ManagedUtil.java;5;30;1;0;2;0;2;0;2;0;0;74;0.00;0;0;0;28;0.00;0.00;0.00;0.00;1.000;3;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/FollowerSessionTracker.java;5;45;9;1;11;1;8;1;4;5;6;121;6.00;16;1;16;87;522.00;5.00;3.45;134.00;0.727;7;YES
ZOOKEEPER;src/java/main/org/apache/jute/compiler/package.html;5;13;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/docs/src/documentation/content/xdocs/zookeeperOver.xml;5;369;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
